Log-ratio,p-value,minFDR,Nitab v4.5 Gene,Gene,Measure,Description
1.421205163,2.0915E-06,0.000112164,Nitab4.5_0000391g0390,Nitab4.5_0000391g0390,Nitab4.5_0000391g0390,SPX
1.420904875,5.10218E-07,5.61066E-05,Nitab4.5_0005885g0010,Nitab4.5_0005885g0010,Nitab4.5_0005885g0010,Zinc finger
1.420571804,1.05126E-05,0.000274558,Nitab4.5_0003931g0010,Nitab4.5_0003931g0010,Nitab4.5_0003931g0010,Ankyrin repeat-containing domain
1.412797332,2.08489E-06,0.000112032,Nitab4.5_0003086g0020,Nitab4.5_0003086g0020,Nitab4.5_0003086g0020,Armadillo
1.411667824,2.3999E-05,0.000447771,Nitab4.5_0004787g0010,Nitab4.5_0004787g0010,Nitab4.5_0004787g0010,Protein of unknown function DUF1677
1.411120415,0.001116471,0.006253893,Nitab4.5_0004214g0010,Nitab4.5_0004214g0010,Nitab4.5_0004214g0010,Cyclin-dependent kinase inhibitor
1.408645749,3.14081E-05,0.000520086,Nitab4.5_0000076g0060,Nitab4.5_0000076g0060,Nitab4.5_0000076g0060,FAD-binding
1.408411026,0.000357933,0.002697856,Nitab4.5_0000933g0020,Nitab4.5_0000933g0020,Nitab4.5_0000933g0020,HSP20-like chaperone
1.402674437,1.22703E-05,0.000299333,Nitab4.5_0005673g0010,Nitab4.5_0005673g0010,Nitab4.5_0005673g0010,GIGANTEA
1.401943922,0.000204188,0.001810399,Nitab4.5_0003016g0020,Nitab4.5_0003016g0020,Nitab4.5_0003016g0020,Pectinesterase inhibitor domain
1.401680946,1.41811E-07,3.358E-05,Nitab4.5_0000022g0310,Nitab4.5_0000022g0310,Nitab4.5_0000022g0310,Peroxidases heam-ligand binding site
1.401341677,3.3977E-07,4.57132E-05,Nitab4.5_0000611g0150,Nitab4.5_0000611g0150,Nitab4.5_0000611g0150,Protein kinase domain
1.400894165,1.68994E-05,0.000360728,Nitab4.5_0003077g0020,Nitab4.5_0003077g0020,Nitab4.5_0003077g0020,RmlC-like jelly roll fold
1.400062323,3.46712E-05,0.000552236,Nitab4.5_0000036g0010,Nitab4.5_0000036g0010,Nitab4.5_0000036g0010,GNAT domain
1.399853706,5.89759E-07,6.0481E-05,Nitab4.5_0003363g0010,Nitab4.5_0003363g0010,Nitab4.5_0003363g0010,ADP-glucose pyrophosphorylase
1.398926497,7.48913E-07,6.61707E-05,Nitab4.5_0001620g0040,Nitab4.5_0001620g0040,Nitab4.5_0001620g0040,Eukaryotic rRNA processing
1.396990299,2.11774E-05,0.000411967,Nitab4.5_0001638g0010,Nitab4.5_0001638g0010,Nitab4.5_0001638g0010,Amino acid transporter
1.393872261,4.19474E-07,5.00289E-05,Nitab4.5_0003568g0010,Nitab4.5_0003568g0010,Nitab4.5_0003568g0010,Helicase
1.393853843,0.000269182,0.0021909,Nitab4.5_0003323g0020,Nitab4.5_0003323g0020,Nitab4.5_0003323g0020,Expansin
1.393530846,6.0328E-06,0.000198875,Nitab4.5_0000085g0010,Nitab4.5_0000085g0010,Nitab4.5_0000085g0010,Unknown
1.392706394,5.01401E-07,5.57413E-05,Nitab4.5_0004176g0020,Nitab4.5_0004176g0020,Nitab4.5_0004176g0020,Glutathione S-transferase
1.392346263,3.42874E-06,0.000144983,Nitab4.5_0000094g0130,Nitab4.5_0000094g0130,Nitab4.5_0000094g0130,SGNH hydrolase-type esterase domain
1.390719652,0.000183844,0.00168081,Nitab4.5_0001632g0070,Nitab4.5_0001632g0070,Nitab4.5_0001632g0070,Unknown
1.390342712,3.14397E-07,4.46242E-05,Nitab4.5_0000014g0480,Nitab4.5_0000014g0480,Nitab4.5_0000014g0480,Reversibly glycosylated polypeptide family
1.389386177,9.03101E-05,0.001034417,Nitab4.5_0000329g0220,Nitab4.5_0000329g0220,Nitab4.5_0000329g0220,Xyloglucan endotransglucosylase/hydrolase
1.388720483,0.003104658,0.013695274,Nitab4.5_0000222g0300,Nitab4.5_0000222g0300,Nitab4.5_0000222g0300,NAD-dependent epimerase/dehydratase
1.388648987,0.000713665,0.004480146,Nitab4.5_0000028g0340,Nitab4.5_0000028g0340,Nitab4.5_0000028g0340,Unknown
1.387877703,0.000386789,0.002854428,Nitab4.5_0000030g0520,Nitab4.5_0000030g0520,Nitab4.5_0000030g0520,Unknown
1.387173891,5.06754E-06,0.000179098,Nitab4.5_0000817g0020,Nitab4.5_0000817g0020,Nitab4.5_0000817g0020,AMP-binding enzyme C-terminal domain
1.385783911,6.76214E-06,0.000215605,Nitab4.5_0000716g0030,Nitab4.5_0000716g0030,Nitab4.5_0000716g0030,EEIG1/EHBP1 N-terminal domain
1.384246886,7.8983E-05,0.000938574,Nitab4.5_0000335g0170,Nitab4.5_0000335g0170,Nitab4.5_0000335g0170,Unknown
1.383927345,0.000741217,0.004607505,Nitab4.5_0002382g0030,Nitab4.5_0002382g0030,Nitab4.5_0002382g0030,PAS-associated
1.383491755,9.28238E-07,7.38384E-05,Nitab4.5_0000421g0150,Nitab4.5_0000421g0150,Nitab4.5_0000421g0150,Sulphate transporter
1.383265495,2.55796E-05,0.000460388,Nitab4.5_0000041g0020,Nitab4.5_0000041g0020,Nitab4.5_0000041g0020,Dormancyauxin associated
1.382212162,2.44189E-06,0.000121485,Nitab4.5_0004203g0010,Nitab4.5_0004203g0010,Nitab4.5_0004203g0010,Serine/threonine-protein kinase
1.382176518,6.34927E-05,0.000818195,Nitab4.5_0000343g0150,Nitab4.5_0000343g0150,Nitab4.5_0000343g0150,Tubulin-tyrosine ligase/Tubulin polyglutamylase
1.380666316,5.74602E-05,0.00076809,Nitab4.5_0000844g0290,Nitab4.5_0000844g0290,Nitab4.5_0000844g0290,Mitochondrial matrix Mmp37
1.379397631,0.000679014,0.00431447,Nitab4.5_0002018g0010,Nitab4.5_0002018g0010,Nitab4.5_0002018g0010,Tim10/DDP family zinc finger
1.376362324,4.64121E-05,0.000666265,Nitab4.5_0002859g0040,Nitab4.5_0002859g0040,Nitab4.5_0002859g0040,Dynein light chain
1.375510454,6.79227E-07,6.483E-05,Nitab4.5_0000303g0190,Nitab4.5_0000303g0190,Nitab4.5_0000303g0190,UDP-glucuronosyl/UDP-glucosyltransferase
1.375139475,1.85741E-06,0.000105389,Nitab4.5_0000167g0130,Nitab4.5_0000167g0130,Nitab4.5_0000167g0130,Chaperone DnaK
1.37450099,0.000203328,0.00180821,Nitab4.5_0000506g0240,Nitab4.5_0000506g0240,Nitab4.5_0000506g0240,Zinc finger
1.374005795,0.001579328,0.008126346,Nitab4.5_0000786g0010,Nitab4.5_0000786g0010,Nitab4.5_0000786g0010,Unknown
1.37299633,3.15089E-05,0.000521513,Nitab4.5_0001676g0030,Nitab4.5_0001676g0030,Nitab4.5_0001676g0030,Zinc finger
1.372972012,5.52747E-06,0.000188779,Nitab4.5_0000779g0060,Nitab4.5_0000779g0060,Nitab4.5_0000779g0060,Mitochondrial glycoprotein
1.372061491,0.000408685,0.002967312,Nitab4.5_0000006g0380,Nitab4.5_0000006g0380,Nitab4.5_0000006g0380,Lipase
1.367434263,4.12096E-07,4.99564E-05,Nitab4.5_0000058g0090,Nitab4.5_0000058g0090,Nitab4.5_0000058g0090,Glycoside hydrolase
1.367303908,0.000458095,0.003221998,Nitab4.5_0002093g0090,Nitab4.5_0002093g0090,Nitab4.5_0002093g0090,Lipase
1.367240429,9.47629E-06,0.000260547,Nitab4.5_0004024g0030,Nitab4.5_0004024g0030,Nitab4.5_0004024g0030,AMP-binding
1.366939545,0.000776028,0.004764694,Nitab4.5_0002388g0040,Nitab4.5_0002388g0040,Nitab4.5_0002388g0040,Peptidase S8
1.366175056,0.000192425,0.001737792,Nitab4.5_0000021g1000,Nitab4.5_0000021g1000,Nitab4.5_0000021g1000,Inositol-tetrakisphosphate 1-kinase
1.366072655,2.04387E-08,1.5446E-05,Nitab4.5_0001800g0160,Nitab4.5_0001800g0160,Nitab4.5_0001800g0160,Ankyrin repeat
1.364305973,5.64681E-06,0.000190481,Nitab4.5_0000181g0050,Nitab4.5_0000181g0050,Nitab4.5_0000181g0050,Serine/threonine- / dual specificity protein kinase
1.36403501,1.55838E-05,0.000344958,Nitab4.5_0000299g0170,Nitab4.5_0000299g0170,Nitab4.5_0000299g0170,Organic solute transporter Ost-alpha
1.362887621,1.96513E-05,0.000393236,Nitab4.5_0000008g0170,Nitab4.5_0000008g0170,Nitab4.5_0000008g0170,Thioredoxin-like fold
1.361785412,0.001781794,0.00892002,Nitab4.5_0001737g0100,Nitab4.5_0001737g0100,Nitab4.5_0001737g0100,Thioredoxin-like fold
1.359760284,9.71209E-06,0.000263521,Nitab4.5_0001585g0080,Nitab4.5_0001585g0080,Nitab4.5_0001585g0080,UDP-glucuronosyl/UDP-glucosyltransferase
1.359547377,9.7194E-07,7.5687E-05,Nitab4.5_0000267g0110,Nitab4.5_0000267g0110,Nitab4.5_0000267g0110,Aspartic peptidase domain
1.359172106,1.23928E-06,8.53061E-05,Nitab4.5_0003129g0010,Nitab4.5_0003129g0010,Nitab4.5_0003129g0010,Hly-III-related
1.359007597,2.3376E-05,0.000440473,Nitab4.5_0001800g0020,Nitab4.5_0001800g0020,Nitab4.5_0001800g0020,Heat shock protein 70
1.357935905,0.000414771,0.003004741,Nitab4.5_0000391g0360,Nitab4.5_0000391g0360,Nitab4.5_0000391g0360,GCK
1.3561064,0.033913109,0.094593979,Nitab4.5_0000172g1860,Nitab4.5_0000172g1860,Nitab4.5_0000172g1860,Succinate dehydrogenase/Fumarate reductase
1.355769157,1.6123E-07,3.49576E-05,Nitab4.5_0000329g0210,Nitab4.5_0000329g0210,Nitab4.5_0000329g0210,Phosphoesterase At2g46880
1.354119748,0.000581925,0.003845469,Nitab4.5_0000305g0140,Nitab4.5_0000305g0140,Nitab4.5_0000305g0140,AP2/ERF domain
1.351097107,0.000403346,0.002941173,Nitab4.5_0000468g0090,Nitab4.5_0000468g0090,Nitab4.5_0000468g0090,Unknown
1.350322366,1.81329E-05,0.000377087,Nitab4.5_0003410g0050,Nitab4.5_0003410g0050,Nitab4.5_0003410g0050,Tetratricopeptide-like helical
1.350309372,0.00974546,0.033939504,Nitab4.5_0001941g0050,Nitab4.5_0001941g0050,Nitab4.5_0001941g0050,Chloramphenicol acetyltransferase-like domain
1.348352671,3.7622E-07,4.80358E-05,Nitab4.5_0000076g0030,Nitab4.5_0000076g0030,Nitab4.5_0000076g0030,P-loop containing nucleoside triphosphate hydrolase
1.348131776,0.000527962,0.003567184,Nitab4.5_0000044g0240,Nitab4.5_0000044g0240,Nitab4.5_0000044g0240,Phosphate permease
1.346011639,1.45617E-07,3.38782E-05,Nitab4.5_0001364g0100,Nitab4.5_0001364g0100,Nitab4.5_0001364g0100,Ricin B lectin domain
1.345298052,0.000197108,0.001768099,Nitab4.5_0001456g0090,Nitab4.5_0001456g0090,Nitab4.5_0001456g0090,Peptidase S9
1.343732834,9.64066E-05,0.001077152,Nitab4.5_0004626g0010,Nitab4.5_0004626g0010,Nitab4.5_0004626g0010,Alpha/beta hydrolase fold-3
1.3427414,0.001884143,0.009323791,Nitab4.5_0003645g0010,Nitab4.5_0003645g0010,Nitab4.5_0003645g0010,Unknown
1.34264493,0.00013637,0.001369649,Nitab4.5_0000825g0100,Nitab4.5_0000825g0100,Nitab4.5_0000825g0100,Unknown
1.342493892,0.000131531,0.001334367,Nitab4.5_0000377g0130,Nitab4.5_0000377g0130,Nitab4.5_0000377g0130,Multi antimicrobial extrusion protein
1.34233737,0.006097244,0.02343049,Nitab4.5_0001287g0050,Nitab4.5_0001287g0050,Nitab4.5_0001287g0050,Late embryogenesis abundant protein
1.342244267,9.84892E-07,7.5791E-05,Nitab4.5_0005621g0140,Nitab4.5_0005621g0140,Nitab4.5_0005621g0140,TIP49
1.341881514,0.000148097,0.001446713,Nitab4.5_0004398g0080,Nitab4.5_0004398g0080,Nitab4.5_0004398g0080,FAE1/Type III polyketide synthase-like protein
1.341781139,1.95797E-06,0.000108267,Nitab4.5_0003337g0060,Nitab4.5_0003337g0060,Nitab4.5_0003337g0060,NAD(P)-binding domain
1.340296552,0.006127029,0.023514417,Nitab4.5_0001423g0140,Nitab4.5_0001423g0140,Nitab4.5_0001423g0140,Phosphoglycerate/bisphosphoglycerate mutase
1.33960855,0.001877399,0.009297733,Nitab4.5_0003247g0010,Nitab4.5_0003247g0010,Nitab4.5_0003247g0010,HSP20-like chaperone
1.339182377,4.44344E-05,0.000649162,Nitab4.5_0002543g0050,Nitab4.5_0002543g0050,Nitab4.5_0002543g0050,Basic-leucine zipper domain
1.336403251,0.011988397,0.040272109,Nitab4.5_0003925g0010,Nitab4.5_0003925g0010,Nitab4.5_0003925g0010,Annexin
1.334800243,0.008170018,0.029529957,Nitab4.5_0000927g0070,Nitab4.5_0000927g0070,Nitab4.5_0000927g0070,Unknown
1.332762241,0.00438582,0.018017645,Nitab4.5_0000334g0160,Nitab4.5_0000334g0160,Nitab4.5_0000334g0160,Protein of unknown function DUF538
1.332705975,2.71188E-07,4.25771E-05,Nitab4.5_0001449g0090,Nitab4.5_0001449g0090,Nitab4.5_0001449g0090,Concanavalin A-like lectin/glucanase
1.331050634,2.85381E-07,4.30553E-05,Nitab4.5_0002278g0070,Nitab4.5_0002278g0070,Nitab4.5_0002278g0070,Myc-type
1.330293655,7.72097E-06,0.000231941,Nitab4.5_0000976g0270,Nitab4.5_0000976g0270,Nitab4.5_0000976g0270,Clp
1.330177069,9.77002E-05,0.001086819,Nitab4.5_0001323g0170,Nitab4.5_0001323g0170,Nitab4.5_0001323g0170,Sugar/inositol transporter
1.32903409,0.007343657,0.0271312,Nitab4.5_0002470g0040,Nitab4.5_0002470g0040,Nitab4.5_0002470g0040,Unknown
1.328829288,9.22064E-09,1.32291E-05,Nitab4.5_0000092g0170,Nitab4.5_0000092g0170,Nitab4.5_0000092g0170,RNA recognition motif domain
1.327958345,0.001768328,0.00887136,Nitab4.5_0000021g0010,Nitab4.5_0000021g0010,Nitab4.5_0000021g0010,Oxoglutarate/iron-dependent dioxygenase
1.32715559,3.98249E-07,4.91159E-05,Nitab4.5_0000208g0070,Nitab4.5_0000208g0070,Nitab4.5_0000208g0070,Ribosomal protein L7Ae/L30e/S12e/Gadd45
1.326799393,1.27823E-06,8.6671E-05,Nitab4.5_0001864g0090,Nitab4.5_0001864g0090,Nitab4.5_0001864g0090,Glutathione S-transferase
1.32652092,1.2234E-06,8.50371E-05,Nitab4.5_0000287g0240,Nitab4.5_0000287g0240,Nitab4.5_0000287g0240,Basic-leucine zipper domain
1.325776577,1.25987E-05,0.000302757,Nitab4.5_0003214g0020,Nitab4.5_0003214g0020,Nitab4.5_0003214g0020,Senescence regulator S40
1.325515866,0.015459194,0.049611052,Nitab4.5_0000119g0180,Nitab4.5_0000119g0180,Nitab4.5_0000119g0180,Unknown
1.324729681,9.54453E-06,0.000261469,Nitab4.5_0000649g0090,Nitab4.5_0000649g0090,Nitab4.5_0000649g0090,Myb domain
1.323947906,0.000217177,0.001889274,Nitab4.5_0002545g0050,Nitab4.5_0002545g0050,Nitab4.5_0002545g0050,Cytochrome P450
1.32354033,0.000724666,0.004528528,Nitab4.5_0000368g0140,Nitab4.5_0000368g0140,Nitab4.5_0000368g0140,Peptide chain release factor class I/class II
1.323480248,2.94779E-06,0.000134234,Nitab4.5_0002780g0130,Nitab4.5_0002780g0130,Nitab4.5_0002780g0130,Armadillo
1.322067171,0.001124844,0.006291864,Nitab4.5_0001051g0080,Nitab4.5_0001051g0080,Nitab4.5_0001051g0080,Caleosin
1.320433378,1.07297E-06,7.93976E-05,Nitab4.5_0000543g0180,Nitab4.5_0000543g0180,Nitab4.5_0000543g0180,Helicase
1.319710255,0.000761348,0.004701377,Nitab4.5_0002516g0050,Nitab4.5_0002516g0050,Nitab4.5_0002516g0050,Proteolipid membrane potential modulator
1.319386005,9.68197E-05,0.001080504,Nitab4.5_0001373g0030,Nitab4.5_0001373g0030,Nitab4.5_0001373g0030,Homeodomain-like
1.319337845,4.45423E-06,0.00016585,Nitab4.5_0000915g0100,Nitab4.5_0000915g0100,Nitab4.5_0000915g0100,Late embryogenesis abundant protein
1.31861639,0.001555761,0.008031945,Nitab4.5_0001439g0100,Nitab4.5_0001439g0100,Nitab4.5_0001439g0100,Unknown
1.316427469,0.001133677,0.006326325,Nitab4.5_0001707g0020,Nitab4.5_0001707g0020,Nitab4.5_0001707g0020,Auxin-induced protein
1.314055443,0.0001331,0.001344203,Nitab4.5_0000278g0040,Nitab4.5_0000278g0040,Nitab4.5_0000278g0040,Alpha crystallin/Hsp20 domain
1.311448097,1.57719E-05,0.000346559,Nitab4.5_0000052g0220,Nitab4.5_0000052g0220,Nitab4.5_0000052g0220,Catalase
1.310563326,5.6896E-06,0.000191553,Nitab4.5_0002578g0010,Nitab4.5_0002578g0010,Nitab4.5_0002578g0010,Myb domain
1.309791945,0.000487742,0.003371763,Nitab4.5_0000257g0180,Nitab4.5_0000257g0180,Nitab4.5_0000257g0180,UDP-glucuronosyl/UDP-glucosyltransferase
1.308783531,3.91561E-07,4.86289E-05,Nitab4.5_0000452g0010,Nitab4.5_0000452g0010,Nitab4.5_0000452g0010,Interphotoreceptor retinol-binding
1.308059216,0.00731974,0.027068178,Nitab4.5_0003888g0010,Nitab4.5_0003888g0010,Nitab4.5_0003888g0010,Unknown
1.307994127,1.83359E-05,0.000379645,Nitab4.5_0002156g0050,Nitab4.5_0002156g0050,Nitab4.5_0002156g0050,Purple acid phosphatase
1.307617381,0.001437765,0.007601663,Nitab4.5_0001618g0110,Nitab4.5_0001618g0110,Nitab4.5_0001618g0110,F-box domain
1.307468176,1.44665E-05,0.000329493,Nitab4.5_0001536g0030,Nitab4.5_0001536g0030,Nitab4.5_0001536g0030,Serine/threonine- / dual specificity protein kinase
1.307294607,0.001440878,0.007611324,Nitab4.5_0001863g0040,Nitab4.5_0001863g0040,Nitab4.5_0001863g0040,NMD3
1.306868076,0.003841547,0.0162187,Nitab4.5_0000031g0270,Nitab4.5_0000031g0270,Nitab4.5_0000031g0270,Unknown
1.305716515,7.90658E-07,6.78512E-05,Nitab4.5_0002113g0140,Nitab4.5_0002113g0140,Nitab4.5_0002113g0140,Archaeal RpoK/eukaryotic RPB6 RNA polymerase subunit
1.302687407,4.04726E-07,4.97421E-05,Nitab4.5_0002055g0090,Nitab4.5_0002055g0090,Nitab4.5_0002055g0090,Adenylate kinase
1.301766168,0.000748903,0.004640665,Nitab4.5_0000019g0050,Nitab4.5_0000019g0050,Nitab4.5_0000019g0050,Transcription factor
1.301062107,2.02535E-05,0.000400547,Nitab4.5_0000653g0040,Nitab4.5_0000653g0040,Nitab4.5_0000653g0040,Unknown
1.300656557,0.000218392,0.001897517,Nitab4.5_0003754g0020,Nitab4.5_0003754g0020,Nitab4.5_0003754g0020,Glycoside hydrolase family 3 C-terminal domain
1.300566435,6.02621E-06,0.000198875,Nitab4.5_0000308g0080,Nitab4.5_0000308g0080,Nitab4.5_0000308g0080,Protein kinase-like domain
1.300381541,6.7011E-05,0.000847942,Nitab4.5_0000244g0010,Nitab4.5_0000244g0010,Nitab4.5_0000244g0010,Trehalose-phosphatase
1.298491359,2.22369E-05,0.000426354,Nitab4.5_0000368g0370,Nitab4.5_0000368g0370,Nitab4.5_0000368g0370,Calmodulin binding protein-like
1.29749608,0.002820285,0.012702729,Nitab4.5_0000832g0190,Nitab4.5_0000832g0190,Nitab4.5_0000832g0190,LysM domain
1.297008991,1.48389E-06,9.34508E-05,Nitab4.5_0000110g0670,Nitab4.5_0000110g0670,Nitab4.5_0000110g0670,X8
1.296837091,0.000109691,0.001174233,Nitab4.5_0000358g0040,Nitab4.5_0000358g0040,Nitab4.5_0000358g0040,Unknown
1.295427084,1.27169E-05,0.00030417,Nitab4.5_0000008g0150,Nitab4.5_0000008g0150,Nitab4.5_0000008g0150,Thioredoxin-like fold
1.294977665,0.000129908,0.001323639,Nitab4.5_0001274g0040,Nitab4.5_0001274g0040,Nitab4.5_0001274g0040,Expansin
1.294798851,0.00196199,0.009600209,Nitab4.5_0006695g0060,Nitab4.5_0006695g0060,Nitab4.5_0006695g0060,Unknown
1.294465661,4.46309E-05,0.000651528,Nitab4.5_0005420g0030,Nitab4.5_0005420g0030,Nitab4.5_0005420g0030,Protein arginine N-methyltransferase
1.293484688,2.0951E-07,3.82299E-05,Nitab4.5_0002232g0040,Nitab4.5_0002232g0040,Nitab4.5_0002232g0040,Aminotransferase class-III
1.293252826,6.44839E-05,0.000826562,Nitab4.5_0000110g0050,Nitab4.5_0000110g0050,Nitab4.5_0000110g0050,Unknown
1.292234421,2.19446E-07,3.90951E-05,Nitab4.5_0000715g0160,Nitab4.5_0000715g0160,Nitab4.5_0000715g0160,Myo-inositol-1-phosphate synthase
1.291939735,6.09976E-05,0.000798296,Nitab4.5_0002769g0090,Nitab4.5_0002769g0090,Nitab4.5_0002769g0090,Translation protein
1.290476322,2.49698E-05,0.000456125,Nitab4.5_0000287g0180,Nitab4.5_0000287g0180,Nitab4.5_0000287g0180,Lipase
1.289328337,0.019288974,0.059508822,Nitab4.5_0002796g0030,Nitab4.5_0002796g0030,Nitab4.5_0002796g0030,Unknown
1.288526684,0.000342243,0.002605813,Nitab4.5_0003542g0020,Nitab4.5_0003542g0020,Nitab4.5_0003542g0020,Serine/threonine- / dual specificity protein kinase
1.288142383,0.001085608,0.00614008,Nitab4.5_0000172g1710,Nitab4.5_0000172g1710,Nitab4.5_0000172g1710,NADH:ubiquinone/plastoquinone oxidoreductase
1.287289619,7.37335E-05,0.000897603,Nitab4.5_0001435g0030,Nitab4.5_0001435g0030,Nitab4.5_0001435g0030,Unknown
1.287112713,2.94209E-05,0.000499284,Nitab4.5_0000085g0320,Nitab4.5_0000085g0320,Nitab4.5_0000085g0320,Homocysteine S-methyltransferase
1.286906958,0.000140054,0.001392444,Nitab4.5_0001693g0130,Nitab4.5_0001693g0130,Nitab4.5_0001693g0130,NADP-dependent oxidoreductase domain
1.285870314,7.45959E-06,0.000227822,Nitab4.5_0001311g0090,Nitab4.5_0001311g0090,Nitab4.5_0001311g0090,Nodulin-like
1.285202026,5.47298E-06,0.000187821,Nitab4.5_0003605g0010,Nitab4.5_0003605g0010,Nitab4.5_0003605g0010,Glutaredoxin
1.284560919,3.46524E-06,0.000145144,Nitab4.5_0000101g0350,Nitab4.5_0000101g0350,Nitab4.5_0000101g0350,Protein kinase
1.283654213,2.27181E-07,3.94168E-05,Nitab4.5_0000622g0230,Nitab4.5_0000622g0230,Nitab4.5_0000622g0230,B-cell receptor-associated 31-like
1.280896902,0.000129778,0.001323078,Nitab4.5_0000569g0180,Nitab4.5_0000569g0180,Nitab4.5_0000569g0180,Homeodomain-like
1.279743195,1.10704E-07,3.07196E-05,Nitab4.5_0000714g0010,Nitab4.5_0000714g0010,Nitab4.5_0000714g0010,Spermidine/spermine synthases family
1.279624939,1.32875E-05,0.000312143,Nitab4.5_0004136g0010,Nitab4.5_0004136g0010,Nitab4.5_0004136g0010,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
1.277546406,1.07365E-07,3.02658E-05,Nitab4.5_0000203g0150,Nitab4.5_0000203g0150,Nitab4.5_0000203g0150,Thioredoxin-like fold
1.27700901,2.50215E-05,0.000456125,Nitab4.5_0000495g0090,Nitab4.5_0000495g0090,Nitab4.5_0000495g0090,Amino acid transporter
1.276426554,4.8686E-05,0.000688182,Nitab4.5_0002469g0070,Nitab4.5_0002469g0070,Nitab4.5_0002469g0070,Ribosome biogenesis protein Nop16
1.276129246,2.60315E-05,0.000464163,Nitab4.5_0004325g0070,Nitab4.5_0004325g0070,Nitab4.5_0004325g0070,Amino acid transporter
1.275529385,0.006348761,0.024183292,Nitab4.5_0001232g0030,Nitab4.5_0001232g0030,Nitab4.5_0001232g0030,Unknown
1.275291681,0.001874425,0.009287541,Nitab4.5_0004208g0010,Nitab4.5_0004208g0010,Nitab4.5_0004208g0010,NAC domain
1.275186062,3.42837E-07,4.5779E-05,Nitab4.5_0001148g0050,Nitab4.5_0001148g0050,Nitab4.5_0001148g0050,3-hydroxyacyl-CoA dehydrogenase
1.275010228,0.001310776,0.00708745,Nitab4.5_0001372g0040,Nitab4.5_0001372g0040,Nitab4.5_0001372g0040,Nucleic acid-binding
1.273082495,5.22077E-05,0.000723567,Nitab4.5_0003274g0020,Nitab4.5_0003274g0020,Nitab4.5_0003274g0020,Translation protein
1.271455169,0.011716039,0.039515904,Nitab4.5_0008887g0080,Nitab4.5_0008887g0080,Nitab4.5_0008887g0080,Unknown
1.270281792,0.000175193,0.001628653,Nitab4.5_0003625g0020,Nitab4.5_0003625g0020,Nitab4.5_0003625g0020,Tetratricopeptide repeat-containing domain
1.269241333,8.29897E-07,6.91913E-05,Nitab4.5_0000212g0270,Nitab4.5_0000212g0270,Nitab4.5_0000212g0270,Unknown
1.267803788,0.007646383,0.028013973,Nitab4.5_0003264g0020,Nitab4.5_0003264g0020,Nitab4.5_0003264g0020,Ctr copper transporter
1.267747402,9.19268E-06,0.000255591,Nitab4.5_0002546g0050,Nitab4.5_0002546g0050,Nitab4.5_0002546g0050,Cytochrome c-like domain
1.267131329,0.000585769,0.003863684,Nitab4.5_0000036g0570,Nitab4.5_0000036g0570,Nitab4.5_0000036g0570,Unknown
1.26677084,4.95907E-06,0.000176869,Nitab4.5_0000312g0130,Nitab4.5_0000312g0130,Nitab4.5_0000312g0130,Alpha crystallin/Hsp20 domain
1.266239166,3.69642E-06,0.000149707,Nitab4.5_0000935g0070,Nitab4.5_0000935g0070,Nitab4.5_0000935g0070,Short-chain dehydrogenase/reductase SDR
1.26597631,4.25129E-05,0.000633396,Nitab4.5_0001509g0060,Nitab4.5_0001509g0060,Nitab4.5_0001509g0060,Remorin
1.265958786,2.80138E-07,4.28747E-05,Nitab4.5_0000337g0060,Nitab4.5_0000337g0060,Nitab4.5_0000337g0060,Endoplasmin
1.265343666,0.002383814,0.011198344,Nitab4.5_0001158g0060,Nitab4.5_0001158g0060,Nitab4.5_0001158g0060,Haem peroxidase
1.263579369,0.000910693,0.005387559,Nitab4.5_0002644g0050,Nitab4.5_0002644g0050,Nitab4.5_0002644g0050,Unknown
1.262332439,0.000106466,0.001151864,Nitab4.5_0007189g0080,Nitab4.5_0007189g0080,Nitab4.5_0007189g0080,NAC domain
1.261155158,9.3694E-05,0.001058834,Nitab4.5_0000284g0050,Nitab4.5_0000284g0050,Nitab4.5_0000284g0050,DNA-binding WRKY
1.260238647,1.37709E-07,3.33186E-05,Nitab4.5_0000130g0350,Nitab4.5_0000130g0350,Nitab4.5_0000130g0350,Saposin-like
1.259801388,8.19468E-09,1.32291E-05,Nitab4.5_0000630g0020,Nitab4.5_0000630g0020,Nitab4.5_0000630g0020,Transcriptional activator NFYC/HAP5 subunit
1.259433746,1.15796E-07,3.16383E-05,Nitab4.5_0000037g0190,Nitab4.5_0000037g0190,Nitab4.5_0000037g0190,Tic22-like
1.257712841,0.000106253,0.001150257,Nitab4.5_0002799g0040,Nitab4.5_0002799g0040,Nitab4.5_0002799g0040,Protein notum homologue
1.257010937,0.007546434,0.027727504,Nitab4.5_0003281g0080,Nitab4.5_0003281g0080,Nitab4.5_0003281g0080,Cytochrome P450
1.256750226,1.25479E-06,8.57094E-05,Nitab4.5_0000790g0030,Nitab4.5_0000790g0030,Nitab4.5_0000790g0030,Serine/threonine- / dual specificity protein kinase
1.256396055,0.003681894,0.015678984,Nitab4.5_0000039g0050,Nitab4.5_0000039g0050,Nitab4.5_0000039g0050,DNA-binding WRKY
1.254438639,8.6687E-05,0.001004579,Nitab4.5_0000274g0240,Nitab4.5_0000274g0240,Nitab4.5_0000274g0240,Ribosomal protein L34Ae
