Log-ratio,p-value,minFDR,Glyma Wm82.a2.v1,Gene,Measure,Description
1.224977374,0.001091116,0.012947388,Glyma.10G230700,Glyma.10G230700,Glyma.10G230700.Wm82.a2.v1,Homeodomain-like superfamily protein
1.22369045,0.002339371,0.021380903,Glyma.02G048000,Glyma.02G048000,Glyma.02G048000.Wm82.a2.v1,Chaperone DnaJ-domain superfamily protein
1.222241163,0.001278154,0.014297975,Glyma.02G016100,Glyma.02G016100,Glyma.02G016100.Wm82.a2.v1,Integrase-type DNA-binding superfamily protein
1.220897928,0.000170985,0.004062192,Glyma.17G042300,Glyma.17G042300,Glyma.17G042300.Wm82.a2.v1,WRKY family transcription factor
1.220281512,0.000429033,0.007120146,Glyma.01G223600,Glyma.01G223600,Glyma.01G223600.Wm82.a2.v1,cation/H+ exchanger 18
1.219662666,6.00568E-05,0.002226072,Glyma.14G058900,Glyma.14G058900,Glyma.14G058900.Wm82.a2.v1,Protein kinase superfamily protein
1.219313622,0.000322235,0.005936665,Glyma.07G165000,Glyma.07G165000,Glyma.07G165000.Wm82.a2.v1,nudix hydrolase homolog 25
1.219274282,0.007765936,0.048140042,Glyma.13G087500,Glyma.13G087500,Glyma.13G087500.Wm82.a2.v1,
1.218590856,0.000149909,0.003786166,Glyma.13G296300,Glyma.13G296300,Glyma.13G296300.Wm82.a2.v1,Concanavalin A-like lectin protein kinase family protein
1.218103528,0.001735959,0.01749192,Glyma.13G363000,Glyma.13G363000,Glyma.13G363000.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.217385054,1.47082E-05,0.001069137,Glyma.20G203900,Glyma.20G203900,Glyma.20G203900.Wm82.a2.v1,type one serine/threonine protein phosphatase 4
1.215141967,7.67443E-05,0.002554072,Glyma.13G037900,Glyma.13G037900,Glyma.13G037900.Wm82.a2.v1,Nodulin MtN3 family protein
1.214100569,4.70788E-05,0.001958272,Glyma.13G176500,Glyma.13G176500,Glyma.13G176500.Wm82.a2.v1,HSP20-like chaperones superfamily protein
1.214070559,2.1428E-05,0.001283025,Glyma.10G215200,Glyma.10G215200,Glyma.10G215200.Wm82.a2.v1,C2H2 and C2HC zinc fingers superfamily protein
1.213977814,0.005353319,0.037390506,Glyma.05G204600,Glyma.05G204600,Glyma.05G204600.Wm82.a2.v1,osmotin 34
1.212916136,2.91063E-06,0.00053483,Glyma.02G289300,Glyma.02G289300,Glyma.02G289300.Wm82.a2.v1,Ras-related small GTP-binding family protein
1.21193422,0.000286954,0.005547827,Glyma.01G133100,Glyma.01G133100,Glyma.01G133100.Wm82.a2.v1,Disease resistance protein (CC-NBS-LRR class) family
1.211822748,0.004936775,0.035276887,Glyma.11G127500,Glyma.11G127500,Glyma.11G127500.Wm82.a2.v1,EF hand calcium-binding protein family
1.211579084,5.03559E-05,0.002031781,Glyma.08G034400,Glyma.08G034400,Glyma.08G034400.Wm82.a2.v1,
1.211480379,1.16755E-05,0.000942853,Glyma.08G145000,Glyma.08G145000,Glyma.08G145000.Wm82.a2.v1,
1.211025,2.39964E-05,0.001351612,Glyma.04G039300,Glyma.04G039300,Glyma.04G039300.Wm82.a2.v1,abscisic acid responsive elements-binding factor 2
1.210824847,0.008815144,0.052618635,Glyma.13G302500,Glyma.13G302500,Glyma.13G302500.Wm82.a2.v1,HXXXD-type acyl-transferase family protein
1.209733963,0.000163786,0.003954865,Glyma.13G287500,Glyma.13G287500,Glyma.13G287500.Wm82.a2.v1,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
1.209164441,0.003820552,0.029712286,Glyma.03G088800,Glyma.03G088800,Glyma.03G088800.Wm82.a2.v1,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein"
1.208323002,0.009840719,0.056681731,Glyma.06G230800,Glyma.06G230800,Glyma.06G230800.Wm82.a2.v1,Protein kinase superfamily protein
1.207314253,0.005376435,0.037491222,Glyma.15G228800,Glyma.15G228800,Glyma.15G228800.Wm82.a2.v1,UBX domain-containing protein
1.206123948,9.93637E-05,0.002954239,Glyma.10G224500,Glyma.10G224500,Glyma.10G224500.Wm82.a2.v1,Protein of unknown function (DUF793)
1.205135703,0.001253708,0.014108999,Glyma.14G209800,Glyma.14G209800,Glyma.14G209800.Wm82.a2.v1,SET domain group 40
1.204801321,6.14777E-05,0.002248991,Glyma.20G176500,Glyma.20G176500,Glyma.20G176500.Wm82.a2.v1,C2H2 and C2HC zinc fingers superfamily protein
1.203260899,5.42926E-05,0.002112143,Glyma.10G047700,Glyma.10G047700,Glyma.10G047700.Wm82.a2.v1,Glutathione S-transferase family protein
1.203117728,2.0272E-05,0.001236262,Glyma.19G181800,Glyma.19G181800,Glyma.19G181800.Wm82.a2.v1,"Protein of unknown function, DUF584"
1.203032315,0.004331073,0.032325299,Glyma.18G147200,Glyma.18G147200,Glyma.18G147200.Wm82.a2.v1,
1.203029692,5.63971E-05,0.002148729,Glyma.18G082800,Glyma.18G082800,Glyma.18G082800.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
1.202176332,8.8664E-05,0.002771831,Glyma.05G119500,Glyma.05G119500,Glyma.05G119500.Wm82.a2.v1,BRI1-associated receptor kinase
1.197386265,7.26544E-05,0.002481318,Glyma.12G222500,Glyma.12G222500,Glyma.12G222500.Wm82.a2.v1,CBS domain-containing protein
1.196240425,1.13328E-05,0.000928559,Glyma.10G186400,Glyma.10G186400,Glyma.10G186400.Wm82.a2.v1,phosphate transporter 1;4
1.195899367,0.000141866,0.003658865,Glyma.02G081400,Glyma.02G081400,Glyma.02G081400.Wm82.a2.v1,Protein of unknown function (DUF793)
1.193844199,0.000566134,0.008517692,Glyma.13G031800,Glyma.13G031800,Glyma.13G031800.Wm82.a2.v1,Protein kinase superfamily protein
1.193520069,0.007761302,0.048127287,Glyma.19G008500,Glyma.19G008500,Glyma.19G008500.Wm82.a2.v1,"Oxidoreductase, zinc-binding dehydrogenase family protein"
1.192731857,0.005973071,0.040133649,Glyma.08G023200,Glyma.08G023200,Glyma.08G023200.Wm82.a2.v1,
1.19253993,0.000127453,0.003403956,Glyma.08G316500,Glyma.08G316500,Glyma.08G316500.Wm82.a2.v1,calmodulin-domain protein kinase 9
1.192505062,0.000185239,0.004252991,Glyma.09G169700,Glyma.09G169700,Glyma.09G169700.Wm82.a2.v1,NAD(P)-linked oxidoreductase superfamily protein
1.191857934,5.57775E-05,0.002142644,Glyma.18G188800,Glyma.18G188800,Glyma.18G188800.Wm82.a2.v1,Protein of unknown function (DUF3411)
1.191646099,1.98196E-06,0.000437312,Glyma.08G330800,Glyma.08G330800,Glyma.08G330800.Wm82.a2.v1,Plant protein of unknown function (DUF827)
1.190643609,0.001073469,0.012844041,Glyma.16G162600,Glyma.16G162600,Glyma.16G162600.Wm82.a2.v1,chlorophyll A/B binding protein 1
1.190560341,0.000104154,0.003035616,Glyma.04G196400,Glyma.04G196400,Glyma.04G196400.Wm82.a2.v1,Major facilitator superfamily protein
1.190373898,0.007897046,0.048701668,Glyma.08G299000,Glyma.08G299000,Glyma.08G299000.Wm82.a2.v1,
1.189846992,8.22589E-06,0.000808792,Glyma.12G183800,Glyma.12G183800,Glyma.12G183800.Wm82.a2.v1,A20/AN1-like zinc finger family protein
1.189652205,0.000189887,0.004313761,Glyma.07G039500,Glyma.07G039500,Glyma.07G039500.Wm82.a2.v1,
1.189329833,3.18917E-05,0.001583118,Glyma.19G246600,Glyma.19G246600,Glyma.19G246600.Wm82.a2.v1,SSXT family protein
1.188973427,0.000934631,0.011813369,Glyma.08G119900,Glyma.08G119900,Glyma.08G119900.Wm82.a2.v1,heat shock transcription factor  A4A
1.188682079,0.002160298,0.020341355,Glyma.15G098100,Glyma.15G098100,Glyma.15G098100.Wm82.a2.v1,beta-amylase 3
1.187580824,0.000132817,0.003493981,Glyma.01G021400,Glyma.01G021400,Glyma.01G021400.Wm82.a2.v1,RNA-binding KH domain-containing protein
1.187418938,6.35331E-06,0.000727376,Glyma.07G234300,Glyma.07G234300,Glyma.07G234300.Wm82.a2.v1,Protein kinase superfamily protein
1.186518073,0.000171773,0.004073982,Glyma.03G002900,Glyma.03G002900,Glyma.03G002900.Wm82.a2.v1,S-locus lectin protein kinase family protein
1.184767962,0.001745343,0.017570681,Glyma.10G020900,Glyma.10G020900,Glyma.10G020900.Wm82.a2.v1,Thioredoxin superfamily protein
1.184232257,3.57873E-05,0.00168827,Glyma.08G340300,Glyma.08G340300,Glyma.08G340300.Wm82.a2.v1,protein kinase family protein
1.184087753,3.54297E-05,0.001678465,Glyma.10G201200,Glyma.10G201200,Glyma.10G201200.Wm82.a2.v1,Protein of unknown function (DUF668)
1.184053898,0.000817064,0.010820311,Glyma.04G190800,Glyma.04G190800,Glyma.04G190800.Wm82.a2.v1,peptidemethionine sulfoxide reductase 2
1.183593184,0.000415144,0.006969767,Glyma.18G026700,Glyma.18G026700,Glyma.18G026700.Wm82.a2.v1,CRINKLY4 related 3
1.182774186,0.001922341,0.018805914,Glyma.06G085700,Glyma.06G085700,Glyma.06G085700.Wm82.a2.v1,Integrase-type DNA-binding superfamily protein
1.18274077,0.000835035,0.010969483,Glyma.01G209600,Glyma.01G209600,Glyma.01G209600.Wm82.a2.v1,Nucleotide-diphospho-sugar transferases superfamily protein
1.1824615,0.001340476,0.01477106,Glyma.08G002600,Glyma.08G002600,Glyma.08G002600.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.182300925,0.000210902,0.004588219,Glyma.10G057600,Glyma.10G057600,Glyma.10G057600.Wm82.a2.v1,Protein kinase superfamily protein
1.181049347,9.61866E-06,0.000861537,Glyma.10G256400,Glyma.10G256400,Glyma.10G256400.Wm82.a2.v1,proline-rich family protein
1.180511117,0.000138132,0.003588687,Glyma.10G009600,Glyma.10G009600,Glyma.10G009600.Wm82.a2.v1,Peroxidase superfamily protein
1.180315018,3.12058E-05,0.001567114,Glyma.18G272700,Glyma.18G272700,Glyma.18G272700.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
1.180053353,0.001599177,0.016545118,Glyma.U040600,Glyma.U040600,Glyma.U040600.Wm82.a2.v1,Cupredoxin superfamily protein
1.178178906,0.000470954,0.007562585,Glyma.16G094600,Glyma.16G094600,Glyma.16G094600.Wm82.a2.v1,Uncharacterised protein family SERF
1.176619887,0.000714391,0.009912678,Glyma.06G129800,Glyma.06G129800,Glyma.06G129800.Wm82.a2.v1,
1.175093651,0.001533926,0.016141076,Glyma.13G091100,Glyma.13G091100,Glyma.13G091100.Wm82.a2.v1,nodulin MtN21 /EamA-like transporter family protein
1.173975855,3.41666E-06,0.000576757,Glyma.10G053200,Glyma.10G053200,Glyma.10G053200.Wm82.a2.v1,"Protein of unknown function, DUF584"
1.173631668,1.49948E-05,0.001074637,Glyma.08G223400,Glyma.08G223400,Glyma.08G223400.Wm82.a2.v1,mitogen-activated protein kinase kinase 4
1.173579693,1.6529E-05,0.001117079,Glyma.18G298500,Glyma.18G298500,Glyma.18G298500.Wm82.a2.v1,Protein of unknown function (DUF1624)
1.173273087,2.39708E-05,0.001351612,Glyma.12G109600,Glyma.12G109600,Glyma.12G109600.Wm82.a2.v1,Protein of unknown function (DUF789)
1.173061371,7.39799E-05,0.00250068,Glyma.02G017100,Glyma.02G017100,Glyma.02G017100.Wm82.a2.v1,senescence-associated gene 21
1.172007555,3.33897E-05,0.001632715,Glyma.18G285100,Glyma.18G285100,Glyma.18G285100.Wm82.a2.v1,BCL-2-associated athanogene 5
1.170063317,0.000107183,0.003082638,Glyma.15G234200,Glyma.15G234200,Glyma.15G234200.Wm82.a2.v1,ARM repeat superfamily protein
1.16912365,0.000364658,0.006390523,Glyma.10G073600,Glyma.10G073600,Glyma.10G073600.Wm82.a2.v1,
1.16737175,0.000745515,0.010168321,Glyma.08G138200,Glyma.08G138200,Glyma.08G138200.Wm82.a2.v1,
1.167095542,6.15606E-05,0.002250554,Glyma.06G036400,Glyma.06G036400,Glyma.06G036400.Wm82.a2.v1,mitogen-activated protein kinase kinase kinase 5
1.167054772,0.001699078,0.01728501,Glyma.14G031400,Glyma.14G031400,Glyma.14G031400.Wm82.a2.v1,"TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein"
1.165826201,0.002497711,0.022311403,Glyma.09G168700,Glyma.09G168700,Glyma.09G168700.Wm82.a2.v1,cyclic nucleotide-binding transporter 1
1.165751934,0.000262438,0.005269818,Glyma.02G311800,Glyma.02G311800,Glyma.02G311800.Wm82.a2.v1,Calcium-dependent protein kinase family protein
1.165246189,0.000259676,0.005234991,Glyma.19G178100,Glyma.19G178100,Glyma.19G178100.Wm82.a2.v1,Ribosomal protein L4/L1 family
1.16444397,7.00335E-05,0.00242132,Glyma.13G117700,Glyma.13G117700,Glyma.13G117700.Wm82.a2.v1,polyubiquitin 10
1.163202882,0.008637687,0.051812528,Glyma.03G111700,Glyma.03G111700,Glyma.03G111700.Wm82.a2.v1,ethylene-responsive element binding factor 13
1.163192123,0.000106769,0.003081013,Glyma.04G040200,Glyma.04G040200,Glyma.04G040200.Wm82.a2.v1,HXXXD-type acyl-transferase family protein
1.162997976,0.000157817,0.003894628,Glyma.16G178300,Glyma.16G178300,Glyma.16G178300.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
1.162786007,0.003807406,0.02964054,Glyma.04G249000,Glyma.04G249000,Glyma.04G249000.Wm82.a2.v1,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
1.162384033,0.004419755,0.032768983,Glyma.16G165500,Glyma.16G165500,Glyma.16G165500.Wm82.a2.v1,light-harvesting chlorophyll-protein complex II subunit B1
1.161726117,0.003052344,0.025558877,Glyma.10G185200,Glyma.10G185200,Glyma.10G185200.Wm82.a2.v1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
1.161618948,1.39951E-06,0.0004043,Glyma.05G010800,Glyma.05G010800,Glyma.05G010800.Wm82.a2.v1,plant natriuretic peptide A
1.160737634,0.000408846,0.006901624,Glyma.18G296200,Glyma.18G296200,Glyma.18G296200.Wm82.a2.v1,
1.158455133,0.008571877,0.051523196,Glyma.06G247100,Glyma.06G247100,Glyma.06G247100.Wm82.a2.v1,protochlorophyllide oxidoreductase A
1.15845266,0.00235801,0.021498664,Glyma.14G195800,Glyma.14G195800,Glyma.14G195800.Wm82.a2.v1,
1.157313466,0.001731491,0.01746714,Glyma.11G077500,Glyma.11G077500,Glyma.11G077500.Wm82.a2.v1,armadillo repeat only 2
1.157163858,0.006898002,0.044410295,Glyma.14G219600,Glyma.14G219600,Glyma.14G219600.Wm82.a2.v1,Pathogenesis-related thaumatin superfamily protein
1.157052517,0.000219608,0.004699396,Glyma.13G225700,Glyma.13G225700,Glyma.13G225700.Wm82.a2.v1,heat shock transcription factor  A4A
1.157013893,5.03127E-05,0.002031781,Glyma.15G036100,Glyma.15G036100,Glyma.15G036100.Wm82.a2.v1,zinc finger (C3HC4-type RING finger) family protein
1.156916022,0.007993743,0.049098782,Glyma.01G032300,Glyma.01G032300,Glyma.01G032300.Wm82.a2.v1,
1.156753302,0.005721799,0.038987541,Glyma.09G156700,Glyma.09G156700,Glyma.09G156700.Wm82.a2.v1,Peroxidase superfamily protein
1.156718016,8.97865E-06,0.000841471,Glyma.06G307200,Glyma.06G307200,Glyma.06G307200.Wm82.a2.v1,B-cell receptor-associated 31-like
1.156539321,0.000983206,0.012168719,Glyma.10G229700,Glyma.10G229700,Glyma.10G229700.Wm82.a2.v1,
1.156472206,0.000163621,0.003952572,Glyma.01G199900,Glyma.01G199900,Glyma.01G199900.Wm82.a2.v1,
1.155077457,0.000508672,0.007944289,Glyma.13G266600,Glyma.13G266600,Glyma.13G266600.Wm82.a2.v1,BES1/BZR1 homolog 4
1.153120279,0.002059591,0.019680222,Glyma.20G180100,Glyma.20G180100,Glyma.20G180100.Wm82.a2.v1,GATA transcription factor 9
1.152538776,0.003478321,0.027852409,Glyma.08G301600,Glyma.08G301600,Glyma.08G301600.Wm82.a2.v1,
1.152212501,0.003593167,0.028483093,Glyma.10G039800,Glyma.10G039800,Glyma.10G039800.Wm82.a2.v1,
1.151998758,0.003228137,0.026465431,Glyma.19G128300,Glyma.19G128300,Glyma.19G128300.Wm82.a2.v1,chaperonin 10
1.15187639,2.90706E-05,0.001504368,Glyma.05G002800,Glyma.05G002800,Glyma.05G002800.Wm82.a2.v1,RNA-binding CRS1 / YhbY (CRM) domain protein
1.151617646,0.001127212,0.013185862,Glyma.18G204800,Glyma.18G204800,Glyma.18G204800.Wm82.a2.v1,ammonium transporter 2
1.15021807,0.001526047,0.016082323,Glyma.13G220500,Glyma.13G220500,Glyma.13G220500.Wm82.a2.v1,BCL-2-associated athanogene 2
1.149999142,4.98564E-05,0.002022382,Glyma.09G157700,Glyma.09G157700,Glyma.09G157700.Wm82.a2.v1,carboxyesterase 18
1.149908543,0.000531638,0.008150907,Glyma.02G008500,Glyma.02G008500,Glyma.02G008500.Wm82.a2.v1,Protein kinase superfamily protein
1.149282455,0.000811728,0.010787874,Glyma.06G141600,Glyma.06G141600,Glyma.06G141600.Wm82.a2.v1,
1.149185359,0.000512807,0.007981046,Glyma.16G016400,Glyma.16G016400,Glyma.16G016400.Wm82.a2.v1,NAC domain containing protein 62
1.148883581,0.000289068,0.005573402,Glyma.12G112000,Glyma.12G112000,Glyma.12G112000.Wm82.a2.v1,RING membrane-anchor 1
1.14880228,0.007681683,0.047840011,Glyma.20G111800,Glyma.20G111800,Glyma.20G111800.Wm82.a2.v1,Duplicated homeodomain-like superfamily protein
1.146229744,0.003470795,0.027824429,Glyma.11G139100,Glyma.11G139100,Glyma.11G139100.Wm82.a2.v1,expansin A4
1.146086454,0.000252995,0.00513412,Glyma.18G020000,Glyma.18G020000,Glyma.18G020000.Wm82.a2.v1,fibrillarin 2
1.145712972,0.002718708,0.023633827,Glyma.09G148200,Glyma.09G148200,Glyma.09G148200.Wm82.a2.v1,peptidoglycan-binding LysM domain-containing protein
1.144975185,2.78008E-05,0.001460686,Glyma.09G000700,Glyma.09G000700,Glyma.09G000700.Wm82.a2.v1,ribosomal protein 1
1.144491017,0.003207781,0.026340932,Glyma.11G198600,Glyma.11G198600,Glyma.11G198600.Wm82.a2.v1,
1.144324541,5.20394E-05,0.002068791,Glyma.06G183000,Glyma.06G183000,Glyma.06G183000.Wm82.a2.v1,Uncharacterised protein family (UPF0497)
1.144093871,1.6983E-05,0.001123013,Glyma.03G196500,Glyma.03G196500,Glyma.03G196500.Wm82.a2.v1,
1.143202305,0.001521977,0.016054129,Glyma.03G148300,Glyma.03G148300,Glyma.03G148300.Wm82.a2.v1,alpha/beta-Hydrolases superfamily protein
1.142744064,4.02194E-05,0.001797495,Glyma.12G135600,Glyma.12G135600,Glyma.12G135600.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
1.142655015,0.003590101,0.028466838,Glyma.08G303700,Glyma.08G303700,Glyma.08G303700.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
1.142235041,0.002857642,0.024400336,Glyma.07G137600,Glyma.07G137600,Glyma.07G137600.Wm82.a2.v1,
1.140756607,0.000531519,0.008150907,Glyma.06G187000,Glyma.06G187000,Glyma.06G187000.Wm82.a2.v1,response regulator 6
1.13989234,0.000431624,0.007149286,Glyma.07G209100,Glyma.07G209100,Glyma.07G209100.Wm82.a2.v1,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
1.139653981,0.003603734,0.028542636,Glyma.17G070700,Glyma.17G070700,Glyma.17G070700.Wm82.a2.v1,Class I glutamine amidotransferase-like superfamily protein
1.139604807,2.56756E-05,0.001410744,Glyma.11G082500,Glyma.11G082500,Glyma.11G082500.Wm82.a2.v1,SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein
1.137754083,0.000999169,0.012282831,Glyma.17G203800,Glyma.17G203800,Glyma.17G203800.Wm82.a2.v1,RING/U-box superfamily protein
1.137475073,8.16693E-06,0.000805823,Glyma.01G112300,Glyma.01G112300,Glyma.01G112300.Wm82.a2.v1,Disease resistance protein (TIR-NBS-LRR class) family
1.136904716,1.25258E-06,0.000392176,Glyma.13G310900,Glyma.13G310900,Glyma.13G310900.Wm82.a2.v1,RING-H2 group F2A
1.136569738,0.004141882,0.03136436,Glyma.18G271100,Glyma.18G271100,Glyma.18G271100.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
1.133163929,0.00033332,0.006053341,Glyma.11G122700,Glyma.11G122700,Glyma.11G122700.Wm82.a2.v1,allene oxide synthase
1.133038528,0.000352903,0.006268819,Glyma.08G180300,Glyma.08G180300,Glyma.08G180300.Wm82.a2.v1,DNAJ-like 20
1.132229805,0.002250796,0.020872803,Glyma.13G109700,Glyma.13G109700,Glyma.13G109700.Wm82.a2.v1,oxophytodienoate-reductase 3
1.131953955,0.000246496,0.005052906,Glyma.12G008400,Glyma.12G008400,Glyma.12G008400.Wm82.a2.v1,
1.131338835,0.001922088,0.018805914,Glyma.13G337600,Glyma.13G337600,Glyma.13G337600.Wm82.a2.v1,SCARECROW-like 14
1.130485058,0.000755079,0.01024429,Glyma.18G061600,Glyma.18G061600,Glyma.18G061600.Wm82.a2.v1,plant peptide containing sulfated tyrosine 1
1.130423784,0.001014714,0.012403191,Glyma.18G044200,Glyma.18G044200,Glyma.18G044200.Wm82.a2.v1,Homeodomain-like superfamily protein
1.130312443,0.004625028,0.033834368,Glyma.06G034700,Glyma.06G034700,Glyma.06G034700.Wm82.a2.v1,calmodulin-like 41
1.130281448,0.00125892,0.014150605,Glyma.06G061700,Glyma.06G061700,Glyma.06G061700.Wm82.a2.v1,chorismate mutase 2
1.129772633,0.000269255,0.005334081,Glyma.07G094700,Glyma.07G094700,Glyma.07G094700.Wm82.a2.v1,Protein kinase superfamily protein
1.129103363,0.001749748,0.017587423,Glyma.16G210500,Glyma.16G210500,Glyma.16G210500.Wm82.a2.v1,Protein kinase family protein with leucine-rich repeat domain
1.12808466,0.000248221,0.005066013,Glyma.04G104200,Glyma.04G104200,Glyma.04G104200.Wm82.a2.v1,Transducin/WD40 repeat-like superfamily protein
1.128006935,1.09928E-06,0.000369937,Glyma.18G301900,Glyma.18G301900,Glyma.18G301900.Wm82.a2.v1,
1.126947403,0.000303676,0.005723197,Glyma.02G098800,Glyma.02G098800,Glyma.02G098800.Wm82.a2.v1,myb-like transcription factor family protein
1.126434743,0.000206612,0.004543336,Glyma.01G011700,Glyma.01G011700,Glyma.01G011700.Wm82.a2.v1,Tetratricopeptide repeat (TPR)-like superfamily protein
1.12590766,0.001036394,0.012577665,Glyma.13G272000,Glyma.13G272000,Glyma.13G272000.Wm82.a2.v1,sodium/calcium exchanger family protein / calcium-binding EF hand family protein
1.125676215,0.005095505,0.036070795,Glyma.20G050500,Glyma.20G050500,Glyma.20G050500.Wm82.a2.v1,Glucose-6-phosphate/phosphate translocator-related
1.125588655,4.39177E-05,0.001881744,Glyma.18G039100,Glyma.18G039100,Glyma.18G039100.Wm82.a2.v1,ARM repeat superfamily protein
1.124991179,0.001856766,0.018362553,Glyma.10G013700,Glyma.10G013700,Glyma.10G013700.Wm82.a2.v1,Adenine nucleotide alpha hydrolases-like superfamily protein
1.124533772,0.005312475,0.037165441,Glyma.17G137300,Glyma.17G137300,Glyma.17G137300.Wm82.a2.v1,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
1.124056578,0.001177287,0.013545446,Glyma.08G342000,Glyma.08G342000,Glyma.08G342000.Wm82.a2.v1,kunitz trypsin inhibitor 1
1.123480022,0.000117107,0.003244274,Glyma.03G182400,Glyma.03G182400,Glyma.03G182400.Wm82.a2.v1,Protein kinase superfamily protein
1.123221874,0.000857117,0.011122081,Glyma.13G250900,Glyma.13G250900,Glyma.13G250900.Wm82.a2.v1,Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase
1.122731447,9.71717E-05,0.002916921,Glyma.16G159700,Glyma.16G159700,Glyma.16G159700.Wm82.a2.v1,"disease resistance protein (TIR-NBS-LRR class), putative"
1.12231493,0.002485309,0.022228957,Glyma.01G166000,Glyma.01G166000,Glyma.01G166000.Wm82.a2.v1,Chaperone DnaJ-domain superfamily protein
1.122259378,0.005718122,0.038971962,Glyma.19G088000,Glyma.19G088000,Glyma.19G088000.Wm82.a2.v1,P-loop containing nucleoside triphosphate hydrolases superfamily protein
1.12131393,1.93467E-05,0.001200989,Glyma.11G193200,Glyma.11G193200,Glyma.11G193200.Wm82.a2.v1,Protein of unknown function (DUF1635)
1.120613217,0.000258133,0.005209519,Glyma.07G189300,Glyma.07G189300,Glyma.07G189300.Wm82.a2.v1,MYB-like 102
1.1203444,6.16445E-05,0.002252156,Glyma.02G243600,Glyma.02G243600,Glyma.02G243600.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.119787693,1.91951E-06,0.000431925,Glyma.08G059800,Glyma.08G059800,Glyma.08G059800.Wm82.a2.v1,PapD-like superfamily protein
1.119748354,2.02541E-05,0.001236262,Glyma.12G087700,Glyma.12G087700,Glyma.12G087700.Wm82.a2.v1,AAA-type ATPase family protein
1.118662715,0.001833897,0.018200502,Glyma.18G218200,Glyma.18G218200,Glyma.18G218200.Wm82.a2.v1,RING/U-box superfamily protein
1.118385911,0.000506457,0.007919609,Glyma.04G080300,Glyma.04G080300,Glyma.04G080300.Wm82.a2.v1,Sulfite exporter TauE/SafE family protein
1.117969513,0.000128083,0.003410269,Glyma.01G067000,Glyma.01G067000,Glyma.01G067000.Wm82.a2.v1,phosphoinositide 4-kinase gamma 7
1.117660046,0.000195886,0.004403617,Glyma.17G128200,Glyma.17G128200,Glyma.17G128200.Wm82.a2.v1,Protein kinase superfamily protein
1.117372274,0.001530861,0.016114866,Glyma.06G068100,Glyma.06G068100,Glyma.06G068100.Wm82.a2.v1,S-domain-2 5
1.117267698,0.000496821,0.007810338,Glyma.13G033000,Glyma.13G033000,Glyma.13G033000.Wm82.a2.v1,Protein kinase superfamily protein
1.11723125,0.000362002,0.00636388,Glyma.13G053600,Glyma.13G053600,Glyma.13G053600.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
1.116830111,0.000296399,0.005650377,Glyma.10G219600,Glyma.10G219600,Glyma.10G219600.Wm82.a2.v1,NAC domain containing protein 17
1.114975333,0.000181246,0.004193659,Glyma.14G098200,Glyma.14G098200,Glyma.14G098200.Wm82.a2.v1,
1.114541888,0.0051629,0.036437423,Glyma.16G005200,Glyma.16G005200,Glyma.16G005200.Wm82.a2.v1,Mitochondrial substrate carrier family protein
1.11356163,1.26257E-05,0.000988261,Glyma.15G273600,Glyma.15G273600,Glyma.15G273600.Wm82.a2.v1,ADP/ATP carrier 2
1.112710714,0.000164342,0.003958061,Glyma.18G015700,Glyma.18G015700,Glyma.18G015700.Wm82.a2.v1,RAB GTPase homolog A4A
1.111998677,1.48237E-05,0.001070679,Glyma.08G059300,Glyma.08G059300,Glyma.08G059300.Wm82.a2.v1,NAD(P)H dehydrogenase B2
1.11195612,1.67685E-06,0.000414838,Glyma.13G311600,Glyma.13G311600,Glyma.13G311600.Wm82.a2.v1,DNAJ homologue 2
1.110587597,0.000828683,0.010914855,Glyma.07G005200,Glyma.07G005200,Glyma.07G005200.Wm82.a2.v1,ATP binding microtubule motor family protein
1.109901905,0.0001771,0.004145425,Glyma.18G038500,Glyma.18G038500,Glyma.18G038500.Wm82.a2.v1,protein kinase 1B
1.109503269,0.000113193,0.003186243,Glyma.02G211700,Glyma.02G211700,Glyma.02G211700.Wm82.a2.v1,Mitochondrial substrate carrier family protein
1.109114885,5.47434E-05,0.002120274,Glyma.03G124700,Glyma.03G124700,Glyma.03G124700.Wm82.a2.v1,Transcription elongation factor (TFIIS) family protein
